t,y,split
0,10.629061995236043,train
1,10.358410214607373,train
2,10.814164927099405,train
3,9.870820113637178,train
4,9.798186838141467,train
5,8.702695295926194,train
6,8.396725960073887,train
7,10.138884091505915,train
8,11.66320773727622,train
9,13.499916479197337,train
10,13.877617354813285,train
11,12.99731273471117,train
12,13.069545055606373,train
13,12.429128306344499,train
14,12.281672033758113,train
15,10.93328512671066,train
16,10.124925075709639,train
17,9.012190210628027,train
18,10.03732695295232,train
19,9.356257923445432,train
20,10.191588772879733,train
21,10.037278551151935,train
22,11.353752200509044,train
23,12.0612998674227,train
24,13.495233749700267,train
25,13.4201956550479,train
26,10.525152821093462,train
27,8.728369571872342,train
28,7.245176015490154,train
29,7.597530029909428,train
30,10.168250848354267,train
31,12.007527590629277,train
32,11.378369150052077,train
33,9.11659415647177,train
34,8.302796987092,train
35,7.641043895794512,train
36,7.827479726412466,train
37,8.893989940209629,train
38,11.031010707125722,train
39,12.261630721110832,train
40,9.52289126248558,train
41,8.437472104779085,train
42,8.513317018430243,train
43,10.148402343225504,train
44,12.387014554036815,train
45,10.298110707624375,train
46,8.486523367430586,train
47,8.472540107646944,train
48,8.014984446225284,train
49,10.188743012884967,train
50,11.18244385080923,train
51,12.273985318035185,train
52,11.009349012058511,train
53,10.790339265367226,train
54,11.418374791966208,train
55,11.706542369687728,train
56,11.376641509385669,train
57,10.794717088411025,train
58,9.429424512211874,train
59,8.948175563906464,train
60,8.968453006212028,train
61,9.944740260586451,train
62,11.406820420594363,train
63,10.455403761398816,train
64,9.596848758116316,train
65,10.617024726157966,train
66,10.438296141148976,train
67,9.476408354208981,train
68,9.048102061841702,train
69,10.202577010327117,train
70,10.921656715179555,train
71,12.164648620421044,train
72,12.548136857708045,train
73,12.681288822846634,train
74,12.162076364191302,train
75,13.434298549424947,train
76,12.592267682234214,train
77,9.350029148151942,train
78,9.352765724158367,train
79,9.349669523024577,train
80,10.324704470038714,train
81,11.57033295976517,train
82,9.940456413956037,train
83,7.96421724975268,train
84,5.928388065069303,train
85,6.072333519888472,train
86,8.266940978569032,train
87,10.564816160985975,train
88,11.573030146162614,train
89,9.709419582298795,train
90,6.447765998683085,train
91,6.290029238037326,train
92,7.471047127621269,train
93,9.84085869421516,train
94,11.406137176866956,train
95,11.564397251711586,train
96,11.626832449860569,train
97,11.171354784029335,train
98,11.163486762268771,train
99,9.99872926172934,train
100,9.330269365331159,train
101,9.423643925273169,train
102,10.702177503777868,train
103,10.68944682883169,train
104,10.855522905952446,train
105,10.143728061982811,train
106,9.78758530441098,train
107,10.4938452056456,train
108,8.734713815090696,train
109,7.1314798305685265,train
110,5.730828043912042,train
111,4.705755127377049,train
112,5.666258004196159,train
113,8.46488349601541,train
114,10.197579803769623,train
115,10.93420444209881,train
116,11.575407635257088,train
117,12.616394161924438,train
118,12.127606336669558,train
119,12.34173692853781,train
120,11.508024685450172,train
121,9.952393193926111,train
122,8.542779709981792,train
123,7.027253889615875,train
124,6.787356169879331,train
125,7.569939315075574,train
126,9.775079871929472,train
127,12.573421794260524,train
128,11.411166522934865,train
129,10.464718018520553,train
130,8.458478043053482,train
131,9.047227526464324,train
132,9.580837420843412,train
133,8.327763878760637,train
134,9.082816519372985,train
135,9.0781462006321,train
136,9.256960966416836,train
137,8.252029904060512,train
138,7.7714100748294355,train
139,8.86008491151477,train
140,9.747615493196063,train
141,10.595739830555452,train
142,10.883714369069972,train
143,11.98459405568093,train
144,11.387955541158808,train
145,9.117408877924351,train
146,9.245737712210333,train
147,9.42359987339934,train
148,11.256175935534047,train
149,11.734703665932884,train
150,11.170357423118356,train
151,10.61836132830876,train
152,12.092855065117856,train
153,14.262201807313504,train
154,13.817740988562921,train
155,12.03765742344867,train
156,11.261360065678359,train
157,9.902054095665092,train
158,9.903560356916683,train
159,9.773927910698816,train
160,10.32749357587221,train
161,9.577557932911512,train
162,7.767598075284594,train
163,5.586176760271764,train
164,5.231723805268837,train
165,6.616620539249117,train
166,8.43097230765455,train
167,11.680762477947397,train
168,13.436498110934625,train
169,11.923468156760384,train
170,10.432191703018905,train
171,9.06421411812173,train
172,8.960051384732491,train
173,9.537079031258179,train
174,10.632320409802206,train
175,10.562725870873704,train
176,11.28983013716607,train
177,9.859364467708698,train
178,9.389580201860207,train
179,11.82000674812352,train
180,12.79958221918415,train
181,13.717571175630576,train
182,12.288027368149507,train
183,11.457368055259401,train
184,10.458226047252277,train
185,9.871236871544914,train
186,8.897874843686665,train
187,9.349750972877686,train
188,8.992308662223452,train
189,10.002397090774332,train
190,11.38121040272588,train
191,12.003416118388786,train
192,11.118818322056795,train
193,10.527719933143183,train
194,9.78479670395453,train
195,10.675358871845184,train
196,8.982674568219638,train
197,8.30990551933808,train
198,6.3999628282675864,train
199,5.7222962661224654,train
200,8.33339592784391,train
201,11.262440441657366,train
202,11.531102636267864,train
203,9.035759869368889,train
204,4.95855247156496,train
205,4.637642212858489,train
206,9.25787530939003,train
207,12.591126096190767,train
208,12.403348919478745,train
209,11.023919297891037,train
210,8.341099740226914,train
211,7.805713599374104,train
212,8.50753068802553,train
213,9.607513072610853,train
214,10.999795422144706,train
215,11.42323135785624,train
216,11.710971267972388,train
217,10.383262170744223,train
218,10.537625596593182,train
219,12.010092445669605,train
220,11.248212905948611,train
221,9.424704373377617,train
222,9.784235452844376,train
223,10.164599878872572,train
224,12.00595242471735,train
225,11.33702888063171,train
226,11.995737878115063,train
227,11.478328382863458,train
228,11.19426562851726,train
229,12.019487622304752,train
230,11.377292947547533,train
231,9.724409355858011,train
232,8.357624282282043,train
233,8.9488547708708,train
234,8.343007797767582,train
235,9.356673194217429,train
236,9.264762082035794,train
237,10.885270653941387,train
238,8.715871266173306,train
239,7.4393707002605876,train
240,5.811405879557984,train
241,6.2709424656339445,train
242,8.179107622946297,train
243,9.640296372636731,train
244,10.086521015468835,train
245,9.802259391456312,train
246,9.877844107583845,train
247,9.015512776928253,train
248,9.729891350057274,train
249,10.745957351013656,train
250,11.527717784799474,train
251,11.706962265309095,train
252,11.294561920992345,train
253,12.670544153238582,train
254,12.262967596281932,train
255,11.020016329029179,train
256,8.991212660587257,train
257,7.556862949553245,train
258,6.774739816522825,train
259,6.8738467297851304,train
260,8.07901833960627,train
261,9.728692997207535,train
262,10.60352776658283,train
263,9.837262564032892,train
264,10.259172957170858,train
265,11.087615848431689,train
266,11.144949476244198,train
267,9.92370970176167,train
268,9.76885150371238,train
269,10.085219081734044,train
270,8.985706700586638,train
271,8.649003845134283,train
272,9.142485077220737,train
273,9.094920909947831,train
274,9.559017347225794,train
275,8.287155431916958,train
276,9.78930026950069,train
277,11.721547573087728,train
278,12.00207056123405,train
279,11.421153729525473,train
280,7.922869338743547,train
281,6.111448576358844,train
282,6.454086807587497,train
283,7.357455966035785,train
284,9.5390659412016,train
285,12.441844338402802,train
286,11.71117895967816,train
287,9.66730192278541,train
288,8.633098244263412,train
289,10.673523340742932,train
290,10.491547640200617,train
291,10.37516700733433,train
